2008-07 41
2008-08 85
2008-09 98
2008-10 88
2008-11 134
2008-12 217
2009-01 147
2009-02 61
2009-03 47
2009-04 114
2009-05 77
2009-06 150
2009-07 97
2009-08 260
2009-09 166
2009-10 229
2009-11 174
2009-12 120
2010-01 142
2010-02 164
2010-03 107
2010-04 325
2010-05 237
2010-06 263
2010-07 389
2010-08 419
2010-09 312
2010-10 259
2010-11 314
2010-12 196
2011-01 367
2011-02 293
2011-03 328
2011-04 165
2011-05 132
2011-06 157
2011-07 206
2011-08 227
2011-09 284
2011-10 191
2011-11 83
2011-12 44
2012-01 188
2012-02 209
2012-03 137
2012-04 175
2012-05 181
2012-06 115
2012-07 136
2012-08 133
2012-09 279
2012-10 277
2012-11 280
2012-12 106
2013-01 294
2013-02 129
2013-03 126
2013-04 104
2013-05 85
2013-06 103
2013-07 96
2013-08 93
2013-09 96
2013-10 80
2013-11 97
2013-12 129
2014-01 248
2014-02 143
2014-03 166
2014-04 120
2014-05 56
2014-06 225
2014-07 73
2014-08 128
2014-09 100
2014-10 92
2014-11 116
2014-12 72
2015-01 85
2015-02 97
2015-03 58
2015-04 69
2015-05 60
2015-06 54
2015-07 108
2015-08 109
2015-09 152
2015-10 299
2015-11 140
2015-12 149
2016-01 114
2016-02 149
2016-03 128
2016-04 140
2016-05 83
2016-06 93
2016-07 88
2016-08 124
2016-09 120
2016-10 76
2016-11 102
2016-12 111
2017-01 64
2017-02 111
2017-03 116
2017-04 64
2017-05 77
2017-06 171
2017-07 127
2017-08 54
2017-09 80
2017-10 112
2017-11 32
2017-12 25
2018-01 79
2018-02 86
2018-03 56
2018-04 26
2018-05 43
2018-06 10
2018-07 19
2018-08 48
2018-09 13
