2005-12 217
2006-01 178
2006-02 205
2006-03 390
2006-04 149
2006-05 90
2006-06 164
2006-07 206
2006-08 106
2006-09 68
2006-10 107
2006-11 137
2006-12 49
2007-01 46
2007-02 97
2007-03 158
2007-04 7
2007-05 14
2007-06 78
2007-07 64
2007-08 42
2007-09 39
2007-10 75
2007-11 26
2007-12 37
2008-01 40
2008-02 76
2008-03 140
2008-04 169
2008-05 72
2008-06 51
2008-07 32
2008-08 43
2008-09 69
2008-10 47
2008-11 30
2008-12 34
2009-01 52
2009-02 75
2009-03 34
2009-04 31
2009-05 39
2009-06 40
2009-07 58
2009-08 56
2009-09 137
2009-10 35
2009-11 55
2009-12 30
2010-01 70
2010-02 94
2010-03 57
2010-04 48
2010-05 63
2010-06 67
2010-07 83
2010-08 86
2010-09 61
2010-10 56
2010-11 61
2010-12 46
2011-01 45
2011-02 54
2011-03 97
2011-04 35
2011-05 38
2011-06 37
2011-07 58
2011-08 68
2011-09 59
2011-10 77
2011-11 41
2011-12 49
2012-01 35
2012-02 66
2012-03 60
2012-04 66
2012-05 35
2012-06 51
2012-07 75
2012-08 63
2012-09 137
2012-10 122
2012-11 135
2012-12 83
2013-01 184
2013-02 102
2013-03 51
2013-04 42
2013-05 114
2013-06 72
2013-07 62
2013-08 69
2013-09 83
2013-10 141
2013-11 87
2013-12 48
2014-01 75
2014-02 80
2014-03 87
2014-04 25
2014-05 44
2014-06 45
2014-07 66
2014-08 58
2014-09 25
2014-10 50
2014-11 24
2014-12 50
2015-01 87
2015-02 60
2015-03 84
2015-04 72
2015-05 74
2015-06 90
2015-07 67
2015-08 56
2015-09 46
2015-10 51
2015-11 61
2015-12 46
2016-01 39
2016-02 48
2016-03 48
2016-04 58
2016-05 73
2016-06 48
2016-07 61
2016-08 32
2016-09 56
2016-10 44
2016-11 68
2016-12 30
2017-01 26
2017-02 32
2017-03 20
2017-04 23
2017-05 32
2017-06 39
2017-07 11
2017-08 9
2017-09 26
2017-10 19
2017-11 15
2017-12 19
2018-01 10
2018-02 5
2018-03 11
2018-04 10
2018-05 24
2018-06 12
2018-07 38
2018-08 16
2018-09 14
